TOPIC,SUBTOPIC,SUBTOPIC_ID,TAXONOMY,TAXONOMY_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,NESTING_LABEL,NESTING_LABEL_ID,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Northeast,12,12,,,"Percent of total providers, crude",2,2022,2,8.7,0.3,8.2,9.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Midwest,14,14,,,"Percent of total providers, crude",2,2020,1,25.4,0.4,24.6,26.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Midwest,14,14,,,"Percent of total providers, crude",2,2022,2,23.5,0.4,22.8,24.3,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,South,16,16,,,"Percent of total providers, crude",2,2020,1,42.1,0.5,41.2,43,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,South,16,16,,,"Percent of total providers, crude",2,2022,2,40.8,0.5,39.9,41.7,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,West,18,18,,,"Percent of total providers, crude",2,2020,1,23.5,0.4,22.7,24.3,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,West,18,18,,,"Percent of total providers, crude",2,2022,2,27,0.4,26.2,27.8,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,Total,4,4,,,"Number of patients, annual average",14,2020,1,376,9,359,393,,"FN_NPALS16,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,Total,4,4,,,"Number of patients, annual average",14,2022,2,340,7,320,350,,"FN_NPALS18,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,1-100 patients,28,28,,,"Percent of total providers, crude",2,2020,1,42.9,0.6,41.8,44,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,1-100 patients,28,28,,,"Percent of total providers, crude",2,2022,2,44.5,0.5,43.6,45.5,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,101-300 patients,30,30,,,"Percent of total providers, crude",2,2020,1,25.8,0.5,24.8,26.8,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,101-300 patients,30,30,,,"Percent of total providers, crude",2,2022,2,27.1,0.4,26.2,28,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,≥301 patients,32,32,,,"Percent of total providers, crude",2,2020,1,31.3,0.5,30.3,32.3,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,≥301 patients,32,32,,,"Percent of total providers, crude",2,2022,2,28.4,0.5,27.5,29.3,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicaid,40,40,,,"Percent of providers, crude",4,2020,1,77.9,0.4,77.2,78.7,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicaid,40,40,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicare,42,42,,,"Percent of providers, crude",4,2020,1,98.6,0.1,98.4,98.8,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicare,42,42,,,"Percent of providers, crude",4,2022,2,100,,,,~~,"NA_NPALS26,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Chain affiliated,20,20,Total,44,44,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Chain affiliated,20,20,Total,44,44,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,For profit,46,46,,,"Percent of total providers, crude",2,2020,1,83.5,0.4,82.8,84.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,For profit,46,46,,,"Percent of total providers, crude",2,2022,2,83.5,0.4,82.8,84.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Government and other,48,48,,,"Percent of total providers, crude",2,2020,1,3.1,0.2,2.8,3.4,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Government and other,48,48,,,"Percent of total providers, crude",2,2022,2,13.4,0.3,12.8,14.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Nonprofit,50,50,,,"Percent of total providers, crude",2,2020,1,13.4,0.3,12.8,14.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Nonprofit,50,50,,,"Percent of total providers, crude",2,2022,2,3,0.2,2.7,3.3,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Full time nursing and social work employees,24,24,Total,52,52,,,Number of employees,20,2020,1,135300,1500,132300,138300,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Full time nursing and social work employees,24,24,Total,52,52,,,Number of employees,20,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Activities director,54,54,,,"Percent of providers, crude",4,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Activities director,54,54,,,"Percent of providers, crude",4,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Aide,56,56,,,"Percent of providers, crude",4,2020,1,87.6,0.3,87,88.2,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Aide,56,56,,,"Percent of providers, crude",4,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Licensed practical or vocational nurse,58,58,,,"Percent of providers, crude",4,2020,1,73.9,0.4,73.1,74.7,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Licensed practical or vocational nurse,58,58,,,"Percent of providers, crude",4,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Registered nurse,60,60,,,"Percent of providers, crude",4,2020,1,99.7,0.1,99.6,99.8,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Registered nurse,60,60,,,"Percent of providers, crude",4,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Social worker,62,62,,,"Percent of providers, crude",4,2020,1,46.1,0.5,45.1,47,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Social worker,62,62,,,"Percent of providers, crude",4,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Activities director,54,54,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Activities director,54,54,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Aide,56,56,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Aide,56,56,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Licensed practical or vocational nurse,58,58,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Licensed practical or vocational nurse,58,58,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Registered nurse,60,60,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Registered nurse,60,60,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Social worker,62,62,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Social worker,62,62,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Aide,56,56,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,24.8,0.5,23.9,25.6,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Aide,56,56,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Licensed practical or vocational nurse,58,58,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,21.7,0.3,21.2,22.3,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Licensed practical or vocational nurse,58,58,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Registered nurse,60,60,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,51,0.4,50.2,51.8,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Registered nurse,60,60,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Social worker,62,62,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,2.6,0,2.5,2.6,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Social worker,62,62,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia care and only serves patients with dementia,66,66,,,"Percent of providers, crude",4,2020,1,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia care and only serves patients with dementia,66,66,,,"Percent of providers, crude",4,2022,2,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia and serves patients with and without dementia,72,72,,,"Percent of providers, crude",4,2020,1,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia and serves patients with and without dementia,72,72,,,"Percent of providers, crude",4,2022,2,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Dietary and nutritional,76,76,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Dietary and nutritional,76,76,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Hospice,78,78,,,"Percent of providers, crude",4,2020,1,4.4,0.2,4,4.8,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Hospice,78,78,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Mental health or counseling,80,80,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Mental health or counseling,80,80,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Pharmaceutical,82,82,,,"Percent of providers, crude",4,2020,1,4.3,0.2,3.9,4.7,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Pharmaceutical,82,82,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,"Physical, occupational, or speech therapy",84,84,,,"Percent of providers, crude",4,2020,1,95.7,0.2,95.3,96,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,"Physical, occupational, or speech therapy",84,84,,,"Percent of providers, crude",4,2022,2,96.7,0.2,96.4,97,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Skilled nursing,86,86,,,"Percent of providers, crude",4,2020,1,100,,,,~~,"NA_NPALS26,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Skilled nursing,86,86,,,"Percent of providers, crude",4,2022,2,100,,,,~~,"NA_NPALS26,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Social work,88,88,,,"Percent of providers, crude",4,2020,1,81,0.4,80.3,81.8,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Home health agency,2,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Social work,88,88,,,"Percent of providers, crude",4,2022,2,81.8,0.4,81.1,82.5,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Total,0,Total,0,0,Total,0,0,,,Number of providers,18,2020,1,5200,,,,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Total,0,Total,0,0,Total,0,0,,,Number of providers,18,2022,2,5790,,,,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Metropolitan,6,6,,,"Percent of total providers, crude",2,2020,1,83.5,0.5,82.4,84.5,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Metropolitan,6,6,,,"Percent of total providers, crude",2,2022,2,86.1,0.5,85.1,86.9,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Micropolitan,8,8,,,"Percent of total providers, crude",2,2020,1,10.4,0.4,9.6,11.2,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Micropolitan,8,8,,,"Percent of total providers, crude",2,2022,2,9.1,0.4,8.4,9.9,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Neither,10,10,,,"Percent of total providers, crude",2,2020,1,6.2,0.3,5.5,6.9,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Neither,10,10,,,"Percent of total providers, crude",2,2022,2,4.8,0.3,4.3,5.4,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Northeast,12,12,,,"Percent of total providers, crude",2,2020,1,8.3,0.4,7.6,9.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Northeast,12,12,,,"Percent of total providers, crude",2,2022,2,7.3,0.3,6.7,8,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Midwest,14,14,,,"Percent of total providers, crude",2,2020,1,18.7,0.5,17.6,19.7,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Midwest,14,14,,,"Percent of total providers, crude",2,2022,2,17.2,0.5,16.3,18.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,South,16,16,,,"Percent of total providers, crude",2,2020,1,36.9,0.7,35.6,38.3,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,South,16,16,,,"Percent of total providers, crude",2,2022,2,35.2,0.6,34,36.4,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,West,18,18,,,"Percent of total providers, crude",2,2020,1,36.1,0.7,34.8,37.4,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,West,18,18,,,"Percent of total providers, crude",2,2022,2,40.3,0.6,39,41.6,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,Total,4,4,,,"Number of patients, annual average",14,2020,1,349,12,325,374,,"FN_NPALS16,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,Total,4,4,,,"Number of patients, annual average",14,2022,2,308,10,290,327,,"FN_NPALS18,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,1-100 patients,28,28,,,"Percent of total providers, crude",2,2020,1,40,0.7,38.5,41.4,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,1-100 patients,28,28,,,"Percent of total providers, crude",2,2022,2,45.4,0.6,44.1,46.7,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,101-300 patients,30,30,,,"Percent of total providers, crude",2,2020,1,30.1,0.7,28.8,31.5,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,101-300 patients,30,30,,,"Percent of total providers, crude",2,2022,2,28.1,0.6,26.9,29.2,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,≥301 patients,32,32,,,"Percent of total providers, crude",2,2020,1,29.9,0.7,28.6,31.3,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,≥301 patients,32,32,,,"Percent of total providers, crude",2,2022,2,26.6,0.6,25.5,27.7,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicaid,40,40,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicaid,40,40,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
